"time","ticker","bid","ask","last","open","close"
2015-11-20 15:59:05,"AAPL","119.23","119.24","119.23","119.20","118.78"
2015-11-20 16:03:05,"AAPL","119.26","119.28","119.30","119.20","118.78"
2015-11-23 08:01:04,"AAPL","119.61","119.68","119.30",NA,"119.30"
2015-11-23 09:30:06,"AAPL","119.32","119.35","119.33","119.27","119.30"
2015-11-23 09:59:06,"AAPL","119.44","119.47","119.45","119.27","119.30"
2015-11-23 15:59:12,"AAPL","117.81","117.83","117.83","119.27","119.30"
2015-11-23 16:03:17,"AAPL","117.90","117.89","117.76","119.27","119.30"
2015-11-24 09:30:05,"AAPL","117.34","117.35","117.346","117.33","117.75"
2015-11-24 09:59:04,"AAPL","119.05","119.06","119.055","117.33","117.75"
2015-11-24 15:59:05,"AAPL","118.85","118.87","118.86","117.33","117.75"
2015-11-24 16:03:04,"AAPL","118.78","118.80","118.88","117.33","117.75"
2015-11-25 09:59:05,"AAPL","118.61","118.62","118.62","119.21","118.88"
2015-11-25 15:59:05,"AAPL","118.05","118.06","118.06","119.21","118.88"
2015-11-25 16:03:06,"AAPL","118.06","118.08","118.03","119.21","118.88"
2015-11-26 08:01:05,"AAPL","117.71","118.33","118.03","119.21","118.03"
2015-11-26 09:30:06,"AAPL","117.71","118.33","118.03","119.21","118.03"
2015-11-26 09:59:05,"AAPL","117.71","118.33","118.03","119.21","118.03"
2015-11-26 15:59:06,"AAPL","117.71","118.33","118.03","119.21","118.03"
2015-11-27 08:01:04,"AAPL","118.43","118.52","118.03",NA,"118.03"
2015-11-27 09:30:05,"AAPL","118.31","118.33","118.30","118.29","118.03"
2015-11-27 09:59:04,"AAPL","117.81","117.82","117.82","118.29","118.03"
2015-11-27 15:59:11,"AAPL","117.70","117.80","117.81","118.29","118.03"
2015-11-27 16:03:05,"AAPL","117.65","117.80","117.81","118.29","118.03"
2015-11-30 08:01:04,"AAPL","118.01","118.05","117.81",NA,"117.81"
2015-11-30 09:30:06,"AAPL","117.93","117.95","117.93","117.99","117.81"
2015-11-30 09:59:05,"AAPL","118.83","118.85","118.8499","117.99","117.81"
2015-11-30 15:59:06,"AAPL","118.51","118.52","118.49","117.99","117.81"
2015-11-30 16:03:06,"AAPL","118.40","118.54","118.35","117.99","117.81"
2015-12-01 08:01:06,"AAPL","118.72","118.74","118.30",NA,"118.30"
2015-12-01 09:30:05,"AAPL","118.71","118.72","118.72","118.75","118.30"
2015-12-01 09:59:05,"AAPL","118.62","118.64","118.64","118.75","118.30"
2015-12-01 15:59:05,"AAPL","117.27","117.28","117.28","118.75","118.30"
2015-12-01 16:03:05,"AAPL","117.32","117.35","117.34","118.75","118.30"
2015-12-02 08:01:05,"AAPL","117.17","117.25","117.34",NA,"117.34"
2015-12-02 09:30:05,"AAPL","117.15","117.17","117.15","117.05","117.34"
2015-12-02 09:59:04,"AAPL","117.52","117.53","117.52","117.05","117.34"
2015-12-02 15:59:05,"AAPL","116.25","116.26","116.254","117.05","117.34"
2015-12-02 16:03:05,"AAPL","116.29","116.33","116.28","117.05","117.34"
2015-12-03 08:01:05,"AAPL","116.85","116.94","116.28",NA,"116.28"
2015-12-03 09:30:05,"AAPL","116.59","116.62","116.59","116.55","116.28"
2015-12-03 09:59:05,"AAPL","116.46","116.48","116.47","116.55","116.28"
2015-12-03 15:59:05,"AAPL","115.12","115.13","115.12","116.55","116.28"
2015-12-03 16:03:05,"AAPL","115.21","115.25","115.17","116.55","116.28"
2015-12-04 08:01:05,"AAPL","115.46","115.50","115.20",NA,"115.20"
2015-12-04 09:59:05,"AAPL","117.39","117.40","117.40","115.29","115.20"
2015-12-04 15:59:05,"AAPL","118.98","118.99","118.99","115.29","115.20"
2015-12-04 16:03:06,"AAPL","119.00","119.03","119.03","115.29","115.20"
2015-12-07 08:01:06,"AAPL","119.05","119.10","119.03",NA,"119.03"
2015-12-07 09:30:05,"AAPL","118.91","118.93","118.9255","118.98","119.03"
2015-12-07 09:59:05,"AAPL","119.13","119.14","119.13","118.98","119.03"
2015-12-07 16:03:06,"AAPL","118.28","118.34","118.28","118.98","119.03"
2015-12-08 08:01:08,"AAPL","117.26","117.33","118.28",NA,"118.28"
2015-12-08 09:30:05,"AAPL","117.28","117.32","117.29","117.52","118.28"
2015-12-08 09:59:04,"AAPL","117.12","117.13","117.13","117.52","118.28"
2015-12-08 15:59:05,"AAPL","118.40","118.42","118.41","117.52","118.28"
